,title,description,video_id,epilepsy_mentioned
835,Blonde Redhead - For The Damaged Coda (Feewet Trap Remix) [Bass Boosted],"Now playing: Blonde Redhead - For The Damaged Coda (Feewet Trap Remix) [Bass Boosted] Thanks for watching. Show more (epilepsy warning, credits and ...",dlbgOyCK01s,True
841,BOOL-IT BABES feat. GTZ // J.COLE x G.O.M.D,WARNING : This video has been identified by Epilepsy Action to potentially trigger seizures for people with photosensitive epilepsy. Viewer discretion is ...,JaP8vs9fvAs,True
843,Coolio - Gangsta's Paradise (Ricky West Remix) [Bass Boosted],"Halloween Special 1/4 Show more (epilepsy warning, credits and copyright)... WARNING: THIS VIDEO HAS BEEN IDENTIFIED BY EPILEPSY ACTION TO ...",IApoRigHfoo,True
845,Logic - 44 More [Bass Boosted],"Now playing: Logic - 44 More [Bass Boosted] Thanks for watching Show more (epilepsy warning, credits and copyright).",f2iA0Ojozv8,True
846,Kulikitaka Ti (Jersey Club Remix) [Bass Boosted] @DayLyte,"Thanks for watching Show more (epilepsy warning, credits and copyright)... WARNING: THIS VIDEO HAS BEEN IDENTIFIED BY EPILEPSY ACTION TO ...",81jV2aXr7B4,True
850,Yellow Claw & DJ Snake - Public Enemy (Darkest Light Remix) [Bass Boosted],"Now playing: Yellow Claw & DJ Snake - Public Enemy (Darkest Light Remix) [Bass Boosted] Requested by: Born Again Show more (epilepsy warning, credits ...",fud0HdTeTUk,True
851,HALLOWEEN BASS TEST!!!,"Now playing: Noxero - Fortuna W/ Highsky [Bass Boosted] Thanks for watching Show more (epilepsy warning, credits and copyright).",PUhfDqH9pJ4,True
852,XXXTENTACION - SAD! (Jersey Club Remix) [Bass Boosted] @DJTAJ,"Now playing: XXXTENTACION - SAD! (Jersey Club Remix) [Bass Boosted] @DJTAJ Thanks for watching. Show more (epilepsy warning, credits and copyright).",8JhzlW41nD8,True
853,Ickoo - Alumptuious,"""Warning: This video has been identified by Epilepsy Action to potentially trigger seizures for people with photosensitive epilepsy. Viewer discretion is advised.",PArefulJ8qc,True
856,"Earth, Wind, And Fire - September (Suede Trap Remix) [Bass Boosted]","Now playing: Earth, Wind, And Fire - September (Suede Trap Remix) [Bass Boosted] Thanks for watching Show more (epilepsy warning, credits and copyright).",WyGX5RVRBYY,True
859,Snap! - The Power (Brillz & Willy Joy Remix) [Bass Boosted],"Thanks for watching. All rights reserved to the artists. Show more (epilepsy warning, credits and copyright)... WARNING: THIS VIDEO HAS BEEN IDENTIFIED BY ...",9T97GmmGwFc,True
862,Coldplay - Clocks (Rogue Dubstep Remix) [Bass Boosted],Now playing: Coldplay - Clocks (Rogue Dubstep Remix) [Bass Boosted] Request a song: https://goo.gl/forms/LsCcC4C1Qr0AkEbv1 Show more (epilepsy ...,vh3j1-7gRMI,True
863,Grits - My Life Be Like (Ooh Ahh) (K. Solis Trap Remix) [Bass Boosted],"Now playing: Grits - My Life Be Like (Ooh Ahh) (K. Solis Trap Remix) [Bass Boosted] Thanks for watching. Show more (epilepsy warning, credits and copyright).",U4MvLdCWzLs,True
864,Queen - We Will Rock You (Rebassed by DJ Dirty Bass) [Bass Boosted],"Now playing: Queen - We Will Rock You (Rebassed by DJ Dirty Bass) [Bass Boosted] Thanks for watching. Show more (epilepsy warning, credits and copyright).",G4xyUQAJNpo,True
865,اغنية جنة ريمكس طيور الجنة Best Arab Music Mix | BÖ & DEFOX - Jinaa | -_- |,Bö Description - WARNING: This video has been identified by Epilepsy Action to potentially trigger seizures for people with photosensitive epilepsy. - UYARI: Bu ...,MEiXBPpA_qs,True
867,BÖ - TRAUMA 18+,WARNING: This video has been identified by Epilepsy Action to potentially trigger seizures for people with photosensitive epilepsy. - UYARI: Bu video ışığa ...,4NCnd0Mll5k,True
869,Shia LaBeouf - Just Do It (Ultimate Remix) [Bass Boosted],Thanks for watching. 10 hours version coming soon... Original video (without Trap Nation style visualizer): https://youtu.be/5-sfG8BV8wU Show more (epilepsy ...,sZB71Cozzao,True
870,جبهة ألليبية Jinaa Best Arabic Trap Music 2017 BO الله ما أكبر غلاك,WARNING: This video has been identified by Epilepsy Action to potentially trigger seizures for people with photosensitive epilepsy photosensitive epilepsy.,5kfwpyMZ_MY,True
873,Hatsune Miku - Levan Polka (ABH!SCOTT Remix) [Bass Boosted],"Now playing: Hatsune Miku - Levan Polka (ABH!SCOTT Remix) [Bass Boosted] Thanks for watching Show more (epilepsy warning, credits and copyright).",mYayWPnh5Ao,True
874,Dj Kass - Scooby Doo PaPa (ADS Remix) [Bass Boosted],"Now playing: Dj Kass - Scooby Doo PaPa (ADS Remix) [Bass Boosted] Thanks for watching. Show more (epilepsy warning, credits and copyright)... WARNING: ...",HO0OLrlGt6E,True
877,Bazzi - Mine [Bass Boosted],"Now playing: Bazzi - Mine [Bass Boosted] Request a song: https://goo.gl/forms/LsCcC4C1Qr0AkEbv1 Show more (epilepsy warning, credits and copyright).",4p23xrgM0x4,True
878,The Ting Go Skrra (Juelz Remix) [Bass Boosted],"Thanks for watching. All rights reserved to the artists. Show more (epilepsy warning, credits and copyright)... Request a song: ...",Nwnodeoj8a4,True
879,vowl. - advance,WARNING THIS VIDEO HAS BEEN IDENTIFIED BY EPILEPSY ACTION TO POTENTIALLY TRIGGER SEIZURES FOR PEOPLE WITH PHOTOSENSITIVY ...,gvzFFFCcmjU,True
880,Bonfire Anime Meme Mashup [Bass Boosted],"Now playing: elijah who - don't forget to feed your neopets [Bass Boosted] Thanks for watching Show more (epilepsy warning, credits and copyright).",_LxpIVVxJfA,True
881,Snap! - The Power (Brillz  Willy Joy Remix) [Bass Boosted],WARNING: THIS VIDEO HAS BEEN IDENTIFIED BY EPILEPSY ACTION TO POTENTIALLY TRIGGER SEIZURES FOR PEOPLE WITH PHOTOSENSITIVE ...,f9sVLqAlhos,True
882,Showtek - swipe (Dropwizz remix),WARNING THIS VIDEO HAS BEEN IDENTIFIED BY EPILEPSY ACTION TO POTENTIALLY TRIGGER SEIZURES FOR PEOPLE WITH PHOTOSENSITIVY ...,LcxiU02WDpM,True
883,PROM 2018,WARNING: THIS VIDEO HAS BEEN IDENTIFIED BY EPILEPSY ACTION TO POTENTIALLY TRIGGER SEIZURES TO PEOPLE WITH PHOTOSENSITIVE ...,PNzjtMUszY8,True
884,BÖ - Witchcore 18+,UYARI: Bu video ışığa duyarlı epilepsi geçmişi olan kişiler için sakıncalı görüntüler içermektedir. WARNING: This video has been identified by Epilepsy Action to ...,F_Z7-ekdAcY,True
885,SOUNDING - HOLY SPUNK (Official Music Video),WARNING: This video has been identified by Epilepsy Action to potentially trigger seizures for people with photosensitive epilepsy. VIEWER DISCRETION IS ...,ruRGtiw3ybo,True
886,Kushmir-Fireflies,WARNING: This video has been identified by Epilepsy Action to potentially trigger seizures for people with photosensitive epilepsy. Viewer discretion is advised.,P_UjLlK3SyI,True
887,The Pink Panther Theme Song Remix [Bass Boosted],️WARNING⚠   ❗️THIS HAS BEEN IDENTIFIED BY EPILEPSY ACTION TO POTENTIALLY TRIGGER SEIZURES FOR PEOPLE WITH PHOTOSENTIVE ...,XRJByXAjsS0,True
888,Zelda - Lost Woods (Goblins From Mars Trap Remix) [Bass Boosted],Zelda - Lost Woods (Goblins From Mars Trap Remix) [Bass Boosted]  ♫ ⚠️WARNING⚠   ❗️THIS HAS BEEN IDENTIFIED BY EPILEPSY ACTION TO ...,KmFX9Rv0Tck,True
890,MiyaGi & Эндшпиль - #ТАМАДА [Bass Boosted],"Now playing: MiyaGi & Эндшпиль - ТАМАДА [Bass Boosted] Request a song: https://goo.gl/forms/LsCcC4C1Qr0AkEbv1 Show more (epilepsy warning, credits, ...",gZiNyBl29Ik,True
894,Dj Baylo - Baby you should take it Slow [ExtremeBassBoosted],Link to Official Music - https://www.youtube.com/watch?v=hkyC9x5XP_s WARNING ! ! ! This Video Has been Identified By Epilepsy action to Potentially...,LDdwGLGpDTE,True
895,BÖ - Ma Spirit (Unofficial Video) 18+,UYARI: Bu video ışığa duyarlı epilepsi geçmişi olan kişiler için sakıncalı görüntüler içermektedir. WARNING: This video has been identified by Epilepsy Action to ...,m0C0FcqC9v0,True
896,Kraken Remix (Hotel Transylvania 3) [Bass Boosted],"Now playing: Kraken Remix (Hotel Transylvania 3) [Bass Boosted] Thanks for watching Show more (epilepsy warning, credits and copyright).",i_4feTNQa_A,True
897,Drake - God's Plan (Jersey Club Remix) [Bass Boosted] #FREEKILLMUSIC #GRIZZY,"Now playing: Drake - God's Plan (Jersey Club Remix) [Bass Boosted] Thanks for watching. Show more (epilepsy warning, credits and copyright)... WARNING: ...",cpkr7GCMgTg,True
898,BTS (방탄소년단) - No More Dream [Bass Boosted],"Now playing: BTS (방탄소년단) - No More Dream [Bass Boosted] Thanks for watching. Show more (epilepsy warning, credits and copyright)... WARNING: THIS ...",Idyd6GmKfF0,True
900,AWOLNATION - Sail (Tobianas_sk Bass Boost) [Trap Nation layout],"Now playing: AWOLNATION - Sail (Tobianas_sk Bass Boost) Thanks for watching. Show more (epilepsy warning, credits and copyright)... WARNING: THIS ...",NK7jg7VYny0,True
902,Lil Wayne - A Milli (Y2K Remix) [Bass Boosted],"Thanks for watching All rights reserved to the artists. Show more (epilepsy warning, credits and copyright)... WARNING: THIS VIDEO HAS BEEN IDENTIFIED BY ...",7L7buFhzekc,True
903,SOUNDING - JESUS JUNKIES (Official Music Video),WARNING: This video has been identified by Epilepsy Action to potentially trigger seizures for people with photosensitive epilepsy. VIEWER DISCRETION IS ...,IoA6i5yRPOk,True
904,NEGI - Cannibal,UYARI: Bu video ışığa duyarlı epilepsi geçmişi olan kişiler için sakıncalı görüntüler içermektedir. WARNING: This video has been identified by Epilepsy Action to ...,FeQsuMQTpCg,True
905,BEATSMASH - Árēs [Bass Boosted],BEATSMASH - Árēs [BASS BOOSTED] | HQ BASS | USE HEADPHONES FOR BETTER EXPERIENCE. WARNING!!!! This video has been identified by epilepsy ...,UvuHvX7XZGY,True
906,Jonas Gonçalves - Goal Machine | SL Benfica,"Song: Syn Cole - Feel Good https://www.youtube.com/watch?v=q1ULJ92aldE ""Warning: This video has been identified by Epilepsy Action to potentially trigger ...",zlAun8-W8oI,True
907,Adele - Rolling in the Deep (M-Dope Remix) (Bass Boosted),Open Before Watching This Video Song:Adele - Rolling in the Deep (M-Dope Remix) WARNING! This Video Been Identified By Epilepsy Action To Potentially ...,g8lOG6PGgPM,True
908,TULE- Fearless feat.Chris Linton,️WARNING⚠   THIS VIDEO HAS BEEN IDENTIFIED BY EPILEPSY ACTION TO POTENTIALLY TRIGGER SEIZURES FOR PEOPLE WITH PHOTOSENSITIVE...,MsqC5OeDtc8,True
910,Grizm - Can't Stop It Now (Official Video),WARNING: This video has been identified by Epilepsy Action to potentially trigger seizures for people with photosensitive epilepsy. Viewer discretion is advised.,JOEaN3ufE5Q,True
912,SOUNDING - FLUFFERS (Official Music Video),WARNING: This video has been identified by Epilepsy Action to potentially trigger seizures for people with photosensitive epilepsy. VIEWER DISCRETION IS ...,likBs4awMRY,True
913,"I Like To Move It, Move It (YK Jersey Club Remix) [Bass Boosted]","Now playing: I Like To Move It, Move It (YK Jersey Club Remix) [Bass Boosted] Thanks for watching. Show more (epilepsy warning, credits and copyright).",N7rv_c61zO0,True
914,Ginuwine - Pony (Extended Mix) [Bass Boosted],"Now playing: Ginuwine - Pony (Extended Mix) [Bass Boosted] Thanks for watching Show more (epilepsy warning, credits and copyright).",aKHdPqknUYQ,True
915,U Name It Challenge (Jersey Club Remix) [Bass Boosted] @DJTAJ @DJFLEX,"Now playing: U Name It Challenge (Jersey Club Remix) [Bass Boosted] @DJTAJ @DJFLEX Thanks for watching. Show more (epilepsy warning, credits and ...",IFixa3Pq3uo,True
916,Seether - Careless Whisper (DJSNT Rebass) [Bass Boosted],Now playing: Seether - Careless Whisper (DJSNT Rebass) [Bass Boosted] Request a song: https://goo.gl/forms/LsCcC4C1Qr0AkEbv1 Show more (epilepsy ...,RQbVMiKZt-w,True
917,Desiigner - Timmy Turner [Bass Boosted],"Now playing: Desiigner - Tiimmy Turner [Bass Boosted] Thanks for watching. Show more (epilepsy warning, credits and copyright)... WARNING: THIS VIDEO ...",-m6H7uuJVWQ,True
918,Queen - We Will Rock You (Trap Remix) [Bass Boosted] | Serena Kalos Music x Ricardo Contreras,"Now playing: Queen - We Will Rock You (Trap Remix) [Bass Boosted] Thanks for watching. Show more (epilepsy warning, credits and copyright)... WARNING: ...",0L4UJtVG388,True
919,We Are Number One (Vylet Remix) [Bass Boosted],️WARNING⚠   ❗️THIS HAS BEEN IDENTIFIED BY EPILEPSY ACTION TO POTENTIALLY TRIGGER SEIZURES FOR PEOPLE WITH PHOTOSENTIVE ...,b2hzrRQiuss,True
920,Blonde Redhead - For The Damaged Coda (Feewet Trap Remix) [Bass Boosted],"Now playing: Blonde Redhead - For The Damaged Coda (Feewet Trap Remix) [Bass Boosted] Thanks for watching. Show more (epilepsy warning, credits and ...",dlbgOyCK01s,True
925,Nelly - Here Comes The Boom (Dekku Remix) [Bass Boosted],Now playing: Nelly - Here Comes The Boom (Dekku Remix) [Bass Boosted] Request a song: https://goo.gl/forms/LsCcC4C1Qr0AkEbv1 Show more (epilepsy ...,6BxviXKNP8g,True
926,Fukkit - 30 [Bass Boosted],"Now playing: Fukkit - 30 [Bass Boosted] Thanks for watching. Show more (epilepsy warning, credits and copyright)... WARNING: THIS VIDEO HAS BEEN ...",RTQUgaagkog,True
927,Metrotravis.mp4,Warning: This Video has been identified by epilepsy action to potentially trigger seizures for people with photosensitive epilepsy. Viewer Discretion is Advised.,8VjeJqiP17k,True
928,Kazoo Kid - Mike Diva Trap Remix [EXTENDED] [Bass Boosted],Kazoo Kid - Mike Diva Trap Remix [EXTENDED] [Bass Boosted]  ♫ ⚠️WARNING⚠   ❗️THIS HAS BEEN IDENTIFIED BY EPILEPSY ACTION TO ...,w4GjXqblvPI,True
929,Ran-D & B-Front - The Message (Video),WARNING: This video has been identified by Epilepsy Action to potentially trigger seizures for people with photosensitive epilepsy. Viewer discretion is advised.,dd4Ebvr5jgI,True
930,BÖ & DEFOX - Jinaa,WARNING: This video has been identified by Epilepsy Action to potentially trigger seizures for people with photosensitive epilepsy. - UYARI: Bu video ışığa ...,OHTFbcnJVXo,True
931,Kazoo Kid - Trap Remix [Bass Boosted],Kazoo Kid - Trap Remix [Bass Boosted]  ♫ ⚠️WARNING⚠   ❗️THIS HAS BEEN IDENTIFIED BY EPILEPSY ACTION TO POTENTIALLY TRIGGER SEIZURES ...,W_JbAJy2k_s,True
933,PROM 2018,WARNING: THIS VIDEO HAS BEEN IDENTIFIED BY EPILEPSY ACTION TO POTENTIALLY TRIGGER SEIZURES TO PEOPLE WITH PHOTOSENSITIVE ...,PNzjtMUszY8,True
934,FE - Me and the devil (Release),WARNING: This video has been identified by Epilepsy Action to potentially trigger seizures for people with photosensitive epilepsy.,2br981x0WMc,True
935,We Are Number One (Vylet Remix) (Bass Boosted) ''Remake'',Others wanted an remake (other Logo etc.) ⚠️WARNING⚠   ❗️THIS VIDEO HAS BEEN IDENTIFIED BY EPILEPSY ACTION TO POTENTIALLY TRIGGER ...,UMc-D3Dvm5s,True
936,HOPEX - Cash Money [Bass Boosted],HOPEX - Cash Money [Bass Boosted]  ♫ ⚠️WARNING⚠   ❗️THIS HAS BEEN IDENTIFIED BY EPILEPSY ACTION TO POTENTIALLY TRIGGER SEIZURES ...,so5PK4NPSUE,True
937,SIKMIL - PURGATORY,Spooky track for Halloween ! - (WARNING: This video has been identified by Epilepsy Action to potentially trigger seizures for people with photosensitive ...,UEDc_h0rP-M,True
938,Goodleaf - Invaders Live @ BMDM 2018 Highlights,WARNING: This video has been identified by Epilepsy Action to potentially trigger seizures for people with photosensitive epilepsy. Viewer discretion is advised.,7gUD2Jd6L3M,True
939,THE ID - deadHYPE,The ID is our first instalment translating Freudian theory to the 21st Century Warning: This video has been identified by epilepsy action to potentially trigger ...,LpjdxxUjc3o,True
940,Top Ten Best Kanye West Songs,WARNING: This video has been identified by Epilepsy Action to potentially trigger seizures for people with photosensitive epilepsy. Viewer discretion is advised.,G0tvStWezls,True
941,Yung Gravy - Cheryl [Bass Boosted],"Now playing: Yung Gravy - Cheryl [Bass Boosted] Thanks for watching. Show more (epilepsy warning, credits and copyright)... WARNING: THIS VIDEO HAS ...",K72dZrHfVY4,True
942,Enrico Octaviano - Leaving the Dark (Official Music Video),WARNING This video has been identified by epilepsy action to potentially trigger seizures for people with photosensitive epilepsy. Viewer discretion is advised A ...,qlGciLJvjpU,True
943,Olympians in Paris,SciOly going to state. Warning: This video is based off the original music video which has been identified by epilepsy action to potentially trigger seizures for ...,HhWovzAksoY,True
944,Niklas Ahlström - Hotshot 3 [Bass Boosted],Who also loves this awesome song? ❤ ⚠️WARNING⚠   ❗️THIS HAS BEEN IDENTIFIED BY EPILEPSY ACTION TO POTENTIALLY TRIGGER SEIZURES FOR ...,nM3Jg8IWHVQ,True
945,Yeah Yeah Yeahs - Heads Will Roll (JVH-C Remix) [Bass Boosted],Yeah Yeah Yeahs - Heads Will Roll (JVH-C Remix) [Bass Boosted]  ♫ ⚠️WARNING⚠   ❗️THIS HAS BEEN IDENTIFIED BY EPILEPSY ACTION TO ...,SJNzkQHOGbU,True
947,Local Natives - The Only Heirs,WARNING: This video has been identified by Epilepsy Action to potentially trigger seizures for people with photosensitive epilepsy. Viewer discretion is advised.,rHZKOUpvYr0,True
948,Brinca - IVARR ft. Ma-Less ( Official Music Video ),WARNING This video has been identified by Epilepsy Action to potentially trigger seizures for people with photosensitive epilepsy VIEWER DISCRETION IS ...,c_80LNune50,True
949,Snail's House - I Secretly Love U [Bass Boosted],"Now playing: Snail's House - I Secretly Love U [Bass Boosted] Thanks for watching Show more (epilepsy warning, credits and copyright)... WARNING: THIS ...",WIkS3e9JgsI,True
950,The Wedge | April 19th | 2016,Sneaky swell hits the tide just right. WARNING : This video has been identified by epilepsy action to potentially trigger seizures for people with photosensitive ...,9EXK29_U5mQ,True
951,The Scenario Official Promo Video #Mr Cinemas ©2018,Find out what's inside in this promo video There is a suprise waiting for you inside to watch Warning:- This Video has been identified by epilepsy action to ...,rEipGe8UpxI,True
